"index","date","location","speed","position","daytime","weather","class","source direction","mic","channel"
"925","2020-08-29-16-07","Hohenwarte","unknown","2012392","M","D","M","R","SE","12"
"926","2020-08-29-14-02","Hohenwarte","unknown","5294352","M","D","M","R","SE","12"
"927","2019-11-13-15-55","Schleusinger-Allee","70","1016173","A","D","C","R","SE","34"
"928","2019-11-19-07-25","Langewiesener-Strasse","50","3128264","M","D","T","R","SE","34"
"929","2019-11-13-08-00","Schleusinger-Allee","70","79384","M","W","C","L","SE","34"
"930","2020-08-29-14-02","Hohenwarte","unknown","5385811","M","D","M","R","SE","12"
"931","2019-11-18-07-25","Langewiesener-Strasse","50","8866","M","D","C","R","SE","34"
"932","2019-11-18-16-40","Langewiesener-Strasse","50","561533","A","D","C","R","SE","34"
"933","2019-11-13-08-00","Schleusinger-Allee","70","268056","M","W","C","L","SE","34"
"934","2019-11-19-15-25","Langewiesener-Strasse","50","2320728","A","D","C","R","SE","34"
"935","2019-11-12-16-00","Schleusinger-Allee","70","1187096","A","W","C","R","SE","34"
"936","2019-11-19-15-25","Langewiesener-Strasse","50","2632365","A","D","C","L","SE","34"
"937","2019-11-13-15-55","Schleusinger-Allee","70","3569005","A","D","C","L","SE","34"
"938","2019-11-18-15-45","Langewiesener-Strasse","50","1900050","A","D","C","R","SE","34"
"939","2019-11-19-16-30","Langewiesener-Strasse","50","1911104","A","D","C","L","SE","34"
"940","2019-10-22-16-35","Fraunhofer-IDMT","30","1830552","A","D","C","L","SE","34"
"941","2019-11-12-16-00","Schleusinger-Allee","70","1962840","A","W","C","R","SE","34"
"942","2019-11-19-07-25","Langewiesener-Strasse","50","3139208","M","D","C","L","SE","34"
"943","2019-11-12-09-00","Schleusinger-Allee","70","3379400","M","W","C","L","SE","34"
"944","2019-11-18-15-45","Langewiesener-Strasse","50","145560","A","D","C","R","SE","34"
"945","2020-08-29-16-07","Hohenwarte","unknown","3885596","M","D","M","L","SE","12"
"946","2019-10-23-16-20","Fraunhofer-IDMT","30","614072","A","D","C","L","SE","34"
"947","2019-11-19-16-30","Langewiesener-Strasse","50","1472072","A","D","C","L","SE","34"
"948","2019-11-18-15-45","Langewiesener-Strasse","50","1664088","A","D","C","R","SE","34"
"949","2019-10-23-08-35","Fraunhofer-IDMT","30","1163352","M","D","C","L","SE","34"
"950","2019-10-22-08-40","Fraunhofer-IDMT","30","3130040","M","D","C","L","SE","34"
"951","2019-11-13-15-55","Schleusinger-Allee","70","2949210","A","D","C","R","SE","34"
"952","2019-11-19-08-30","Langewiesener-Strasse","50","1187880","M","D","B","R","SE","34"
"953","2020-08-29-16-07","Hohenwarte","unknown","3216813","M","D","M","R","SE","12"
"954","2019-11-19-15-25","Langewiesener-Strasse","50","1015016","A","D","C","L","SE","34"
"955","2020-08-29-14-02","Hohenwarte","unknown","1303960","M","D","M","L","SE","12"
"956","2019-11-18-07-25","Langewiesener-Strasse","50","1572680","M","D","C","R","SE","34"
"957","2019-11-19-07-25","Langewiesener-Strasse","50","700784","M","D","C","R","SE","34"
"958","2019-11-19-08-30","Langewiesener-Strasse","50","1423288","M","D","C","L","SE","34"
"959","2019-10-23-16-20","Fraunhofer-IDMT","30","354056","A","D","C","L","SE","34"
"960","2019-11-18-15-45","Langewiesener-Strasse","50","1676120","A","D","C","R","SE","34"
"961","2019-11-19-08-30","Langewiesener-Strasse","50","37400","M","D","C","L","SE","34"
"962","2019-11-13-15-55","Schleusinger-Allee","70","2872378","A","D","C","R","SE","34"
"963","2019-11-19-07-25","Langewiesener-Strasse","50","1098152","M","D","C","R","SE","34"
"964","2019-11-18-16-40","Langewiesener-Strasse","50","1878648","A","D","C","L","SE","34"
"965","2019-11-18-16-40","Langewiesener-Strasse","50","183128","A","D","C","R","SE","34"
"966","2019-11-18-15-45","Langewiesener-Strasse","50","2642864","A","D","C","L","SE","34"
"967","2019-11-13-08-00","Schleusinger-Allee","70","1093064","M","W","C","L","SE","34"
"968","2019-10-23-16-20","Fraunhofer-IDMT","30","2587501","A","D","C","L","SE","34"
"969","2019-11-19-15-25","Langewiesener-Strasse","50","1621256","A","D","C","L","SE","34"
"970","2019-11-19-15-25","Langewiesener-Strasse","50","490325","A","D","C","L","SE","34"
"971","2019-10-23-16-20","Fraunhofer-IDMT","30","703736","A","D","C","L","SE","34"
"972","2019-11-12-16-00","Schleusinger-Allee","70","996440","A","W","C","R","SE","34"
"973","2019-11-12-10-00","Schleusinger-Allee","70","606679","M","W","C","L","SE","34"
"974","2019-11-12-09-00","Schleusinger-Allee","70","2420024","M","W","C","L","SE","34"
"975","2019-11-12-09-00","Schleusinger-Allee","70","2473688","M","W","C","R","SE","34"
"976","2019-11-18-16-40","Langewiesener-Strasse","50","155768","A","D","C","L","SE","34"
"977","2020-08-29-14-02","Hohenwarte","unknown","2909133","M","D","M","R","SE","12"
"978","2019-11-18-16-40","Langewiesener-Strasse","50","2024072","A","D","T","L","SE","34"
"979","2019-11-18-15-45","Langewiesener-Strasse","50","1933053","A","D","C","L","SE","34"
"980","2019-11-19-15-25","Langewiesener-Strasse","50","653847","A","D","C","R","SE","34"
"981","2019-11-13-15-55","Schleusinger-Allee","70","3221096","A","D","C","L","SE","34"
"982","2019-11-13-15-55","Schleusinger-Allee","70","2366402","A","D","C","R","SE","34"
"983","2019-11-12-09-00","Schleusinger-Allee","70","2040248","M","W","T","R","SE","34"
"984","2019-11-18-07-25","Langewiesener-Strasse","50","454664","M","D","C","R","SE","34"
"985","2019-11-19-16-30","Langewiesener-Strasse","50","430736","A","D","C","L","SE","34"
"986","2019-11-18-07-25","Langewiesener-Strasse","50","1430168","M","D","T","L","SE","34"
"987","2019-10-23-08-35","Fraunhofer-IDMT","30","141656","M","D","C","R","SE","34"
"988","2019-11-19-15-25","Langewiesener-Strasse","50","1642760","A","D","C","R","SE","34"
"989","2019-11-19-15-25","Langewiesener-Strasse","50","3020525","A","D","C","L","SE","34"
"990","2019-11-18-07-25","Langewiesener-Strasse","50","874856","M","D","C","L","SE","34"
"991","2019-11-19-15-25","Langewiesener-Strasse","50","522021","A","D","C","R","SE","34"
"992","2019-11-19-16-30","Langewiesener-Strasse","50","1571528","A","D","C","R","SE","34"
"993","2019-11-18-15-45","Langewiesener-Strasse","50","1352226","A","D","C","R","SE","34"
"994","2019-11-19-15-25","Langewiesener-Strasse","50","1326455","A","D","C","R","SE","34"
"995","2019-10-22-15-30","Fraunhofer-IDMT","30","2755917","A","D","C","R","SE","34"
"996","2019-11-18-07-25","Langewiesener-Strasse","50","1110920","M","D","T","L","SE","34"
"997","2019-11-19-08-30","Langewiesener-Strasse","50","1696568","M","D","C","R","SE","34"
"998","2019-11-18-15-45","Langewiesener-Strasse","50","165506","A","D","C","R","SE","34"
"999","2019-11-18-16-40","Langewiesener-Strasse","50","1470008","A","D","C","R","SE","34"
"1000","2019-11-13-08-00","Schleusinger-Allee","70","3322562","M","W","T","R","SE","34"
"1001","2019-10-22-16-35","Fraunhofer-IDMT","30","1727170","A","D","C","L","SE","34"
"1002","2019-11-18-15-45","Langewiesener-Strasse","50","1645016","A","D","C","L","SE","34"
"1003","2019-10-22-08-40","Fraunhofer-IDMT","30","2440440","M","D","C","R","SE","34"
"1004","2019-11-18-16-40","Langewiesener-Strasse","50","1758872","A","D","T","L","SE","34"
"1005","2019-11-13-15-55","Schleusinger-Allee","70","2112962","A","D","C","R","SE","34"
"1006","2019-11-18-15-45","Langewiesener-Strasse","50","1894021","A","D","C","R","SE","34"
"1007","2019-11-19-07-25","Langewiesener-Strasse","50","1651184","M","D","C","R","SE","34"
"1008","2019-11-12-09-00","Schleusinger-Allee","70","714306","M","W","C","R","SE","34"
"1009","2019-11-19-16-30","Langewiesener-Strasse","50","1454696","A","D","C","L","SE","34"
"1010","2020-08-29-14-02","Hohenwarte","unknown","3337093","M","D","M","L","SE","12"
"1011","2019-11-19-15-25","Langewiesener-Strasse","50","2200146","A","D","C","R","SE","34"
"1012","2019-11-19-07-25","Langewiesener-Strasse","50","1483856","M","D","C","L","SE","34"
"1013","2019-11-19-08-30","Langewiesener-Strasse","50","958808","M","D","C","R","SE","34"
"1014","2019-11-19-15-25","Langewiesener-Strasse","50","3239192","A","D","C","R","SE","34"
"1015","2019-11-13-15-55","Schleusinger-Allee","70","888866","A","D","C","R","SE","34"
"1016","2019-11-19-15-25","Langewiesener-Strasse","50","300261","A","D","C","R","SE","34"
"1017","2020-08-29-14-02","Hohenwarte","unknown","2674800","M","D","M","R","SE","12"
"1018","2019-11-19-16-30","Langewiesener-Strasse","50","443192","A","D","C","R","SE","34"
"1019","2019-11-12-16-00","Schleusinger-Allee","70","1958466","A","W","T","R","SE","34"
"1020","2019-11-19-16-30","Langewiesener-Strasse","50","350552","A","D","C","L","SE","34"
"1021","2019-10-23-08-35","Fraunhofer-IDMT","30","2162007","M","D","C","R","SE","34"
"1022","2019-11-18-16-40","Langewiesener-Strasse","50","1496744","A","D","T","L","SE","34"
"1023","2020-08-29-14-02","Hohenwarte","unknown","2412026","M","D","M","R","SE","12"
"1024","2019-11-18-07-25","Langewiesener-Strasse","50","941672","M","D","C","R","SE","34"
"1025","2019-11-19-08-30","Langewiesener-Strasse","50","300680","M","D","T","R","SE","34"
"1026","2019-11-19-07-25","Langewiesener-Strasse","50","1236704","M","D","C","R","SE","34"
"1027","2019-11-18-15-45","Langewiesener-Strasse","50","631064","A","D","C","L","SE","34"
"1028","2019-11-19-08-30","Langewiesener-Strasse","50","213320","M","D","C","L","SE","34"
"1029","2019-11-18-15-45","Langewiesener-Strasse","50","1143320","A","D","C","R","SE","34"
"1030","2019-11-19-16-30","Langewiesener-Strasse","50","1869728","A","D","C","R","SE","34"
"1031","2019-11-13-15-55","Schleusinger-Allee","70","1732184","A","D","C","L","SE","34"
"1032","2019-11-18-15-45","Langewiesener-Strasse","50","318344","A","D","C","R","SE","34"
"1033","2019-11-19-07-25","Langewiesener-Strasse","50","3454712","M","D","C","R","SE","34"
"1034","2019-10-22-08-40","Fraunhofer-IDMT","30","363266","M","D","M","R","SE","34"
"1035","2019-10-23-08-35","Fraunhofer-IDMT","30","469954","M","D","C","R","SE","34"
"1036","2019-11-12-09-00","Schleusinger-Allee","70","1433293","M","W","C","L","SE","34"
"1037","2019-11-19-15-25","Langewiesener-Strasse","50","568090","A","D","C","L","SE","34"
"1038","2019-11-18-07-25","Langewiesener-Strasse","50","1020488","M","D","C","R","SE","34"
"1039","2019-11-19-08-30","Langewiesener-Strasse","50","1167400","M","D","C","L","SE","34"
"1040","2019-11-19-07-25","Langewiesener-Strasse","50","1393280","M","D","T","R","SE","34"
"1041","2019-11-19-08-30","Langewiesener-Strasse","50","709592","M","D","C","R","SE","34"
"1042","2019-10-22-15-30","Fraunhofer-IDMT","30","1959448","A","D","C","R","SE","34"
"1043","2019-11-18-16-40","Langewiesener-Strasse","50","1996696","A","D","C","R","SE","34"
"1044","2019-11-13-08-00","Schleusinger-Allee","70","608984","M","W","C","L","SE","34"
"1045","2019-11-13-15-55","Schleusinger-Allee","70","40440","A","D","C","R","SE","34"
"1046","2019-11-18-16-40","Langewiesener-Strasse","50","1643240","A","D","T","R","SE","34"
"1047","2019-11-13-15-55","Schleusinger-Allee","70","1909912","A","D","C","R","SE","34"
"1048","2019-11-18-16-40","Langewiesener-Strasse","50","2226082","A","D","C","L","SE","34"
"1049","2019-11-19-16-30","Langewiesener-Strasse","50","1595840","A","D","C","L","SE","34"
"1050","2019-11-12-16-00","Schleusinger-Allee","70","1195832","A","W","C","R","SE","34"
"1051","2019-11-18-16-40","Langewiesener-Strasse","50","527293","A","D","C","L","SE","34"
"1052","2019-11-18-16-40","Langewiesener-Strasse","50","272839","A","D","C","L","SE","34"
"1053","2019-11-18-16-40","Langewiesener-Strasse","50","2406888","A","D","T","L","SE","34"
"1054","2019-11-19-16-30","Langewiesener-Strasse","50","1130887","A","D","C","L","SE","34"
"1055","2019-11-13-15-30","Schleusinger-Allee","70","332056","A","D","C","R","SE","34"
"1056","2019-11-19-07-25","Langewiesener-Strasse","50","174488","M","D","C","L","SE","34"
"1057","2019-11-13-15-55","Schleusinger-Allee","70","1144200","A","D","T","L","SE","34"
"1058","2019-10-22-16-35","Fraunhofer-IDMT","30","835949","A","D","T","L","SE","34"
"1059","2019-11-13-08-00","Schleusinger-Allee","70","2795714","M","W","C","L","SE","34"
"1060","2019-11-19-07-25","Langewiesener-Strasse","50","343447","M","D","C","R","SE","34"
"1061","2019-11-12-09-00","Schleusinger-Allee","70","488813","M","W","C","R","SE","34"
"1062","2019-11-19-15-25","Langewiesener-Strasse","50","3146008","A","D","C","R","SE","34"
"1063","2019-11-12-16-00","Schleusinger-Allee","70","931064","A","W","C","R","SE","34"
"1064","2019-11-19-07-25","Langewiesener-Strasse","50","3142304","M","D","C","L","SE","34"
"1065","2019-11-12-09-00","Schleusinger-Allee","70","712738","M","W","C","R","SE","34"
"1066","2019-11-19-15-25","Langewiesener-Strasse","50","1266680","A","D","C","R","SE","34"
"1067","2019-11-13-15-30","Schleusinger-Allee","70","1019757","A","D","C","R","SE","34"
"1068","2019-11-13-08-00","Schleusinger-Allee","70","3198242","M","W","C","L","SE","34"
"1069","2019-11-19-15-25","Langewiesener-Strasse","50","961864","A","D","T","L","SE","34"
"1070","2019-11-13-15-55","Schleusinger-Allee","70","828600","A","D","C","R","SE","34"
"1071","2019-11-19-15-25","Langewiesener-Strasse","50","2780482","A","D","C","R","SE","34"
"1072","2019-11-19-07-25","Langewiesener-Strasse","50","1909856","M","D","C","R","SE","34"
"1073","2019-11-19-08-30","Langewiesener-Strasse","50","1337496","M","D","C","R","SE","34"
"1074","2020-08-29-10-02","Hohenwarte","unknown","2592000","M","D","M","R","SE","12"
"1075","2019-11-13-15-55","Schleusinger-Allee","70","2004376","A","D","C","R","SE","34"
"1076","2019-11-19-07-25","Langewiesener-Strasse","50","788480","M","D","C","R","SE","34"
"1077","2019-10-22-08-40","Fraunhofer-IDMT","30","400706","M","D","C","R","SE","34"
"1078","2019-11-18-16-40","Langewiesener-Strasse","50","838616","A","D","C","L","SE","34"
"1079","2019-11-19-15-25","Langewiesener-Strasse","50","1926088","A","D","C","L","SE","34"
"1080","2019-11-12-09-00","Schleusinger-Allee","70","2009048","M","W","T","R","SE","34"
"1081","2019-11-19-07-25","Langewiesener-Strasse","50","1122056","M","D","C","R","SE","34"
"1082","2019-11-19-07-25","Langewiesener-Strasse","50","2451848","M","D","C","R","SE","34"
"1083","2019-11-18-07-25","Langewiesener-Strasse","50","1745384","M","D","C","L","SE","34"
"1084","2019-11-18-15-45","Langewiesener-Strasse","50","2710880","A","D","C","L","SE","34"
"1085","2019-11-12-09-00","Schleusinger-Allee","70","3588392","M","W","C","L","SE","34"
"1086","2019-11-19-15-25","Langewiesener-Strasse","50","1440440","A","D","C","R","SE","34"
"1087","2020-08-29-14-02","Hohenwarte","unknown","1423016","M","D","M","R","SE","12"
"1088","2019-11-12-10-00","Schleusinger-Allee","70","102424","M","W","T","L","SE","34"
"1089","2019-11-19-07-25","Langewiesener-Strasse","50","1929200","M","D","C","R","SE","34"
"1090","2019-11-13-08-00","Schleusinger-Allee","70","2311544","M","W","C","R","SE","34"
"1091","2019-11-18-07-25","Langewiesener-Strasse","50","639895","M","D","C","L","SE","34"
"1092","2019-11-19-15-25","Langewiesener-Strasse","50","2331757","A","D","C","R","SE","34"
"1093","2019-11-13-15-55","Schleusinger-Allee","70","842200","A","D","C","R","SE","34"
"1094","2019-11-19-15-25","Langewiesener-Strasse","50","2456578","A","D","C","L","SE","34"
"1095","2019-11-19-08-30","Langewiesener-Strasse","50","1714184","M","D","C","R","SE","34"
"1096","2019-11-19-16-30","Langewiesener-Strasse","50","356408","A","D","B","R","SE","34"
"1097","2019-11-18-15-45","Langewiesener-Strasse","50","2432629","A","D","C","R","SE","34"
"1098","2019-11-19-08-30","Langewiesener-Strasse","50","1553773","M","D","C","R","SE","34"
"1099","2020-08-29-12-07","Hohenwarte","unknown","2115047","M","D","M","R","SE","12"
"1100","2019-11-19-07-25","Langewiesener-Strasse","50","3116768","M","D","T","L","SE","34"
"1101","2019-11-19-16-30","Langewiesener-Strasse","50","1931000","A","D","C","R","SE","34"
"1102","2019-11-19-16-30","Langewiesener-Strasse","50","1935056","A","D","C","R","SE","34"
"1103","2019-11-13-08-00","Schleusinger-Allee","70","591607","M","W","C","R","SE","34"
"1104","2019-11-18-15-45","Langewiesener-Strasse","50","1260482","A","D","C","L","SE","34"
"1105","2019-11-12-16-00","Schleusinger-Allee","70","470072","A","W","C","R","SE","34"
"1106","2019-11-19-15-25","Langewiesener-Strasse","50","2303298","A","D","C","L","SE","34"
"1107","2019-11-19-15-25","Langewiesener-Strasse","50","2014546","A","D","C","L","SE","34"
"1108","2019-11-18-16-40","Langewiesener-Strasse","50","1811832","A","D","C","L","SE","34"
"1109","2019-11-13-08-00","Schleusinger-Allee","70","89880","M","W","C","R","SE","34"
"1110","2019-11-13-15-55","Schleusinger-Allee","70","1569922","A","D","C","R","SE","34"
"1111","2019-11-19-07-25","Langewiesener-Strasse","50","3060632","M","D","C","R","SE","34"
"1112","2019-11-19-15-25","Langewiesener-Strasse","50","940248","A","D","C","R","SE","34"
"1113","2019-11-13-08-00","Schleusinger-Allee","70","1648712","M","W","C","R","SE","34"
"1114","2019-10-22-08-40","Fraunhofer-IDMT","30","633282","M","D","C","L","SE","34"
"1115","2020-08-29-14-02","Hohenwarte","unknown","3320866","M","D","M","L","SE","12"
"1116","2019-11-19-15-25","Langewiesener-Strasse","50","2726210","A","D","C","R","SE","34"
"1117","2019-11-18-16-40","Langewiesener-Strasse","50","2157464","A","D","C","R","SE","34"
"1118","2019-11-19-07-25","Langewiesener-Strasse","50","466936","M","D","C","L","SE","34"
"1119","2019-11-19-07-25","Langewiesener-Strasse","50","2419856","M","D","C","R","SE","34"
"1120","2019-11-19-08-30","Langewiesener-Strasse","50","315200","M","D","T","L","SE","34"
"1121","2019-11-19-15-25","Langewiesener-Strasse","50","3151768","A","D","C","R","SE","34"
"1122","2019-11-18-07-25","Langewiesener-Strasse","50","575480","M","D","C","R","SE","34"
